"time","activity"
"0013-10-21 08:14:00",20
"0013-10-21 08:19:00",0.8
"0013-10-21 08:24:00",12.4
"0013-10-21 08:29:00",11.2
"0013-10-21 08:34:00",18.8
"0013-10-21 08:39:00",12.8
"0013-10-21 08:44:00",1.2
"0013-10-21 08:49:00",2
"0013-10-21 08:54:00",11.6
"0013-10-21 08:59:00",96
"0013-10-21 09:04:00",109.2
"0013-10-21 09:09:00",112
"0013-10-21 09:14:00",129.6
"0013-10-21 09:19:00",53.2
"0013-10-21 09:24:00",95.4
"0013-10-21 09:29:00",148.6
"0013-10-21 09:34:00",167.8
"0013-10-21 09:39:00",135.4
"0013-10-21 09:44:00",150
"0013-10-21 09:49:00",115.8
"0013-10-21 09:54:00",22.4
"0013-10-21 09:59:00",30
"0013-10-21 10:04:00",16.8
"0013-10-21 10:09:00",15.6
"0013-10-21 10:14:00",48.2
"0013-10-21 10:19:00",113.2
"0013-10-21 10:24:00",18
"0013-10-21 10:29:00",16
"0013-10-21 10:34:00",23.2
"0013-10-21 10:39:00",14.4
"0013-10-21 10:44:00",25.6
"0013-10-21 10:49:00",24.8
"0013-10-21 10:54:00",13.6
"0013-10-21 10:59:00",10
"0013-10-21 11:04:00",17.2
"0013-10-21 11:09:00",17.6
"0013-10-21 11:14:00",16.8
"0013-10-21 11:19:00",22
"0013-10-21 11:24:00",23.6
"0013-10-21 11:29:00",37
"0013-10-21 11:34:00",168.2
"0013-10-21 11:39:00",137.2
"0013-10-21 11:44:00",136.2
"0013-10-21 11:49:00",122.6
"0013-10-21 11:54:00",70.8
"0013-10-21 11:59:00",103.2
"0013-10-21 12:04:00",85.8
"0013-10-21 12:09:00",123.2
"0013-10-21 12:14:00",85.6
"0013-10-21 12:19:00",68.8
"0013-10-21 12:24:00",48.8
"0013-10-21 12:29:00",113.6
"0013-10-21 12:34:00",77.6
"0013-10-21 12:39:00",82.4
"0013-10-21 12:44:00",114.8
"0013-10-21 12:49:00",107.8
"0013-10-21 12:54:00",123.4
"0013-10-21 12:59:00",181.4
"0013-10-21 13:04:00",151.4
"0013-10-21 13:09:00",103.2
"0013-10-21 13:14:00",96
"0013-10-21 13:19:00",88.6
"0013-10-21 13:24:00",72.4
"0013-10-21 13:29:00",108.6
"0013-10-21 13:34:00",124.2
"0013-10-21 13:39:00",123.8
"0013-10-21 13:44:00",129.2
"0013-10-21 13:49:00",176.8
"0013-10-21 13:54:00",156.2
"0013-10-21 13:59:00",160.4
"0013-10-21 14:04:00",51.4
"0013-10-21 14:09:00",26
"0013-10-21 14:14:00",11.2
"0013-10-21 14:19:00",15.6
"0013-10-21 14:24:00",24.8
"0013-10-21 14:29:00",17.6
"0013-10-21 14:34:00",28.8
"0013-10-21 14:39:00",26.4
"0013-10-21 14:44:00",22.2
"0013-10-21 14:49:00",31.6
"0013-10-21 14:54:00",28.4
"0013-10-21 14:59:00",14.8
"0013-10-21 15:04:00",28.8
"0013-10-21 15:09:00",17.6
"0013-10-21 15:14:00",26.4
"0013-10-21 15:19:00",24.4
"0013-10-21 15:24:00",27
"0013-10-21 15:29:00",13.2
"0013-10-21 15:34:00",34.8
"0013-10-21 15:39:00",47.8
"0013-10-21 15:44:00",22.8
"0013-10-21 15:49:00",44.4
"0013-10-21 15:54:00",67.2
"0013-10-21 15:59:00",58.8
"0013-10-21 16:04:00",48
"0013-10-21 16:09:00",84.8
"0013-10-21 16:14:00",73.2
"0013-10-21 16:19:00",100.6
"0013-10-21 16:24:00",58.2
"0013-10-21 16:29:00",38.4
"0013-10-21 16:34:00",58.6
"0013-10-21 16:39:00",54
"0013-10-21 16:44:00",75.2
"0013-10-21 16:49:00",58
"0013-10-21 16:54:00",57.2
"0013-10-21 16:59:00",49.6
"0013-10-21 17:04:00",23
"0013-10-21 17:09:00",72
"0013-10-21 17:14:00",44
"0013-10-21 17:19:00",40.4
"0013-10-21 17:24:00",38.8
"0013-10-21 17:29:00",48
"0013-10-21 17:34:00",44
"0013-10-21 17:39:00",74.8
"0013-10-21 17:44:00",100.4
"0013-10-21 17:49:00",120.4
"0013-10-21 17:54:00",64.6
"0013-10-21 17:59:00",11.2
"0013-10-21 18:04:00",17.6
"0013-10-21 18:09:00",68
