"time","activity","lag"
"2013-10-08 15:47:00",176.4,96
"2013-10-08 15:52:00",176.2,97
"2013-10-08 15:57:00",163.8,98
"2013-10-08 16:02:00",184.2,99
"2013-10-08 16:07:00",177.8,100
"2013-10-08 16:12:00",164.8,101
"2013-10-08 16:17:00",176.6,102
"2013-10-08 16:22:00",160.6,103
"2013-10-08 16:27:00",138.8,104
"2013-10-08 16:32:00",152.2,105
"2013-10-08 16:37:00",158.4,106
"2013-10-08 16:42:00",162,107
"2013-10-08 16:47:00",146.2,108
"2013-10-08 16:52:00",124.8,109
"2013-10-08 16:57:00",159.6,110
"2013-10-08 17:02:00",171.6,111
"2013-10-08 17:07:00",164.6,112
"2013-10-08 17:12:00",159,113
"2013-10-08 17:17:00",157.8,114
"2013-10-08 17:22:00",172.2,115
"2013-10-08 17:27:00",168.4,116
"2013-10-08 17:32:00",155.2,117
"2013-10-08 17:37:00",164.2,118
"2013-10-08 17:42:00",167.2,119
"2013-10-08 17:47:00",134.4,120
"2013-10-08 17:52:00",139.8,121
"2013-10-08 17:57:00",146.8,122
"2013-10-08 18:02:00",161.6,123
"2013-10-08 18:07:00",141.2,124
"2013-10-08 18:12:00",130.6,125
"2013-10-08 18:17:00",77.6,126
"2013-10-08 18:22:00",147.8,127
"2013-10-08 18:27:00",152.6,128
"2013-10-08 18:32:00",148,129
"2013-10-08 18:37:00",166.2,130
"2013-10-08 18:42:00",188,131
"2013-10-08 18:47:00",156,132
"2013-10-08 18:52:00",122.4,133
"2013-10-08 18:57:00",50.2,134
"2013-10-08 19:02:00",55.2,135
"2013-10-08 19:07:00",74.8,136
"2013-10-08 19:12:00",47.8,137
"2013-10-08 19:17:00",38.8,138
"2013-10-08 19:22:00",82.6,139
"2013-10-08 19:27:00",158.4,140
"2013-10-08 19:32:00",169,141
"2013-10-08 19:37:00",173.4,142
"2013-10-08 19:42:00",171.2,143
"2013-10-08 19:47:00",166.6,144
"2013-10-08 19:52:00",89.4,145
"2013-10-08 19:57:00",156.6,146
"2013-10-08 20:02:00",143.6,147
"2013-10-08 20:07:00",163.8,148
"2013-10-08 20:12:00",165.6,149
"2013-10-08 20:17:00",154.8,150
"2013-10-08 20:22:00",65.2,151
"2013-10-08 20:27:00",20.4,152
"2013-10-08 20:32:00",26,153
"2013-10-08 20:37:00",30.8,154
"2013-10-08 20:42:00",108.6,155
"2013-10-08 20:47:00",146.2,156
"2013-10-08 20:52:00",94.8,157
"2013-10-08 20:57:00",75.6,158
"2013-10-08 21:02:00",97.8,159
"2013-10-08 21:07:00",137,160
"2013-10-08 21:12:00",108.4,161
"2013-10-08 21:17:00",75.4,162
"2013-10-08 21:22:00",103.2,163
"2013-10-08 21:27:00",85.6,164
"2013-10-08 21:32:00",46.4,165
"2013-10-08 21:37:00",80.8,166
"2013-10-08 21:42:00",56.4,167
"2013-10-08 21:47:00",6.4,168
"2013-10-08 21:52:00",17.6,169
"2013-10-08 21:57:00",145.2,170
"2013-10-08 22:02:00",134,171
"2013-10-08 22:07:00",20,172
"2013-10-08 22:12:00",8,173
"2013-10-08 22:17:00",39.8,174
"2013-10-08 22:22:00",17.2,175
"2013-10-08 22:27:00",12.4,176
"2013-10-08 22:32:00",78.4,177
"2013-10-08 22:37:00",89.4,178
"2013-10-08 22:42:00",64.4,179
"2013-10-08 22:47:00",48.8,180
"2013-10-08 22:52:00",18,181
"2013-10-08 22:57:00",51.2,182
"2013-10-08 23:02:00",37.6,183
"2013-10-08 23:07:00",29.2,184
"2013-10-08 23:12:00",36,185
"2013-10-08 23:17:00",41.4,186
"2013-10-08 23:22:00",54.8,187
"2013-10-08 23:27:00",87.6,188
"2013-10-08 23:32:00",50.8,189
"2013-10-08 23:37:00",79.2,190
"2013-10-08 23:42:00",148.8,191
"2013-10-08 23:47:00",88.6,192
"2013-10-08 23:52:00",NA,193
"2013-10-08 23:57:00",NA,194
"2013-10-09 00:02:00",NA,195
"2013-10-09 00:07:00",NA,196
"2013-10-09 00:12:00",38.4,197
"2013-10-09 00:17:00",93.8,198
"2013-10-09 00:22:00",52.2,199
"2013-10-09 00:27:00",38.8,200
"2013-10-09 00:32:00",0.8,201
"2013-10-09 00:37:00",6,202
"2013-10-09 00:42:00",42.4,203
"2013-10-09 00:47:00",28.8,204
"2013-10-09 00:52:00",0,205
"2013-10-09 00:57:00",0.4,206
"2013-10-09 01:02:00",7.6,207
"2013-10-09 01:07:00",0,208
"2013-10-09 01:12:00",1.6,209
"2013-10-09 01:17:00",0.4,210
"2013-10-09 01:22:00",0,211
"2013-10-09 01:27:00",0.8,212
"2013-10-09 01:32:00",0.4,213
"2013-10-09 01:37:00",8.4,214
"2013-10-09 01:42:00",1.6,215
"2013-10-09 01:47:00",0,216
"2013-10-09 01:52:00",11.2,217
"2013-10-09 01:57:00",22.4,218
"2013-10-09 02:02:00",18.8,219
"2013-10-09 02:07:00",26.8,220
"2013-10-09 02:12:00",0.4,221
"2013-10-09 02:17:00",1.6,222
"2013-10-09 02:22:00",0,223
"2013-10-09 02:27:00",0.4,224
"2013-10-09 02:32:00",4,225
"2013-10-09 02:37:00",0,226
"2013-10-09 02:42:00",0.4,227
"2013-10-09 02:47:00",2.8,228
"2013-10-09 02:52:00",0.4,229
"2013-10-09 02:57:00",0,230
"2013-10-09 03:02:00",0.4,231
"2013-10-09 03:07:00",0.4,232
"2013-10-09 03:12:00",16.4,233
"2013-10-09 03:17:00",12.8,234
"2013-10-09 03:22:00",20,235
"2013-10-09 03:27:00",2.4,236
"2013-10-09 03:32:00",3.6,237
"2013-10-09 03:37:00",0.8,238
"2013-10-09 03:42:00",1.2,239
"2013-10-09 03:47:00",3.6,240
"2013-10-09 03:52:00",2.4,241
"2013-10-09 03:57:00",0.8,242
"2013-10-09 04:02:00",0.8,243
"2013-10-09 04:07:00",13.6,244
"2013-10-09 04:12:00",8.4,245
"2013-10-09 04:17:00",12.8,246
"2013-10-09 04:22:00",19.6,247
"2013-10-09 04:27:00",19.6,248
"2013-10-09 04:32:00",0.4,249
"2013-10-09 04:37:00",0.4,250
"2013-10-09 04:42:00",0.8,251
"2013-10-09 04:47:00",1.6,252
"2013-10-09 04:52:00",0.4,253
"2013-10-09 04:57:00",1.6,254
"2013-10-09 05:02:00",1.2,255
"2013-10-09 05:07:00",1.2,256
"2013-10-09 05:12:00",0,257
"2013-10-09 05:17:00",0.8,258
"2013-10-09 05:22:00",2.4,259
"2013-10-09 05:27:00",0.4,260
"2013-10-09 05:32:00",0,261
"2013-10-09 05:37:00",18.8,262
"2013-10-09 05:42:00",22.4,263
"2013-10-09 05:47:00",0,264
"2013-10-09 05:52:00",0.4,265
"2013-10-09 05:57:00",6.8,266
"2013-10-09 06:02:00",6.8,267
"2013-10-09 06:07:00",1.2,268
"2013-10-09 06:12:00",2.4,269
"2013-10-09 06:17:00",15.6,270
"2013-10-09 06:22:00",7.6,271
"2013-10-09 06:27:00",0,272
"2013-10-09 06:32:00",0.4,273
"2013-10-09 06:37:00",1.2,274
"2013-10-09 06:42:00",0,275
"2013-10-09 06:47:00",0,276
"2013-10-09 06:52:00",0,277
"2013-10-09 06:57:00",10.4,278
"2013-10-09 07:02:00",12.4,279
"2013-10-09 07:07:00",10.8,280
"2013-10-09 07:12:00",4.4,281
"2013-10-09 07:17:00",6,282
"2013-10-09 07:22:00",5.6,283
"2013-10-09 07:27:00",16,284
"2013-10-09 07:32:00",5.2,285
"2013-10-09 07:37:00",19.6,286
"2013-10-09 07:42:00",145.2,287
"2013-10-09 07:47:00",182.4,288
"2013-10-09 07:52:00",157,289
"2013-10-09 07:57:00",152,290
"2013-10-09 08:02:00",169.2,291
"2013-10-09 08:07:00",181.6,292
"2013-10-09 08:12:00",163.4,293
"2013-10-09 08:17:00",120.6,294
"2013-10-09 08:22:00",175.4,295
"2013-10-09 08:27:00",154.2,296
"2013-10-09 08:32:00",127,297
"2013-10-09 08:37:00",166.4,298
"2013-10-09 08:42:00",173,299
"2013-10-09 08:47:00",151.8,300
"2013-10-09 08:52:00",175.6,301
"2013-10-09 08:57:00",160.8,302
"2013-10-09 09:02:00",172,303
"2013-10-09 09:07:00",169.4,304
"2013-10-09 09:12:00",164.8,305
"2013-10-09 09:17:00",99.4,306
"2013-10-09 09:22:00",105.6,307
"2013-10-09 09:27:00",143.4,308
"2013-10-09 09:32:00",167.6,309
"2013-10-09 09:37:00",140.2,310
"2013-10-09 09:42:00",157.4,311
"2013-10-09 09:47:00",155.8,312
"2013-10-09 09:52:00",154.2,313
"2013-10-09 09:57:00",166,314
"2013-10-09 10:02:00",163.4,315
"2013-10-09 10:07:00",159.6,316
"2013-10-09 10:12:00",143.4,317
"2013-10-09 10:17:00",135.8,318
"2013-10-09 10:22:00",132.8,319
"2013-10-09 10:27:00",149,320
"2013-10-09 10:32:00",157.8,321
"2013-10-09 10:37:00",171.8,322
"2013-10-09 10:42:00",148.8,323
"2013-10-09 10:47:00",131,324
"2013-10-09 10:52:00",144.2,325
"2013-10-09 10:57:00",159.6,326
"2013-10-09 11:02:00",152,327
"2013-10-09 11:07:00",155.8,328
"2013-10-09 11:12:00",160.6,329
"2013-10-09 11:17:00",170.4,330
"2013-10-09 11:22:00",162.4,331
"2013-10-09 11:27:00",153.8,332
"2013-10-09 11:32:00",159.6,333
"2013-10-09 11:37:00",163.4,334
"2013-10-09 11:42:00",146.4,335
"2013-10-09 11:47:00",149.6,336
"2013-10-09 11:52:00",142.4,337
"2013-10-09 11:57:00",146.6,338
"2013-10-09 12:02:00",166.4,339
"2013-10-09 12:07:00",157.2,340
"2013-10-09 12:12:00",142.4,341
"2013-10-09 12:17:00",146.4,342
"2013-10-09 12:22:00",152.6,343
"2013-10-09 12:27:00",144.8,344
"2013-10-09 12:32:00",161.2,345
"2013-10-09 12:37:00",147.2,346
"2013-10-09 12:42:00",164.4,347
"2013-10-09 12:47:00",171.6,348
"2013-10-09 12:52:00",156.4,349
"2013-10-09 12:57:00",156.8,350
"2013-10-09 13:02:00",156.6,351
"2013-10-09 13:07:00",159.8,352
"2013-10-09 13:12:00",145,353
"2013-10-09 13:17:00",161.2,354
"2013-10-09 13:22:00",147.4,355
"2013-10-09 13:27:00",117.6,356
"2013-10-09 13:32:00",134,357
"2013-10-09 13:37:00",92.6,358
"2013-10-09 13:42:00",55.6,359
"2013-10-09 13:47:00",90.8,360
"2013-10-09 13:52:00",90.6,361
"2013-10-09 13:57:00",108.6,362
"2013-10-09 14:02:00",138.8,363
"2013-10-09 14:07:00",158.6,364
"2013-10-09 14:12:00",169,365
"2013-10-09 14:17:00",188,366
"2013-10-09 14:22:00",166.2,367
"2013-10-09 14:27:00",76.4,368
"2013-10-09 14:32:00",149.4,369
"2013-10-09 14:37:00",165.4,370
"2013-10-09 14:42:00",160.2,371
"2013-10-09 14:47:00",178.8,372
"2013-10-09 14:52:00",178.8,373
"2013-10-09 14:57:00",162.8,374
"2013-10-09 15:02:00",84.4,375
"2013-10-09 15:07:00",98.8,376
"2013-10-09 15:12:00",152.4,377
"2013-10-09 15:17:00",160.4,378
"2013-10-09 15:22:00",167.8,379
"2013-10-09 15:27:00",174.8,380
"2013-10-09 15:32:00",157.6,381
"2013-10-09 15:37:00",168.2,382
"2013-10-09 15:42:00",163.8,383
"2013-10-09 15:47:00",167,384
"2013-10-09 15:52:00",176.4,385
"2013-10-09 15:57:00",150.6,386
"2013-10-09 16:02:00",155,387
"2013-10-09 16:07:00",151.4,388
"2013-10-09 16:12:00",155.4,389
"2013-10-09 16:17:00",153.2,390
"2013-10-09 16:22:00",144.2,391
"2013-10-09 16:27:00",160.4,392
"2013-10-09 16:32:00",131,393
"2013-10-09 16:37:00",156.6,394
"2013-10-09 16:42:00",130.6,395
"2013-10-09 16:47:00",137.2,396
"2013-10-09 16:52:00",165.8,397
"2013-10-09 16:57:00",149.6,398
"2013-10-09 17:02:00",158,399
"2013-10-09 17:07:00",157.2,400
"2013-10-09 17:12:00",149.6,401
"2013-10-09 17:17:00",176.2,402
"2013-10-09 17:22:00",165.2,403
"2013-10-09 17:27:00",165,404
"2013-10-09 17:32:00",173.8,405
"2013-10-09 17:37:00",169.6,406
"2013-10-09 17:42:00",165.2,407
"2013-10-09 17:47:00",154.6,408
"2013-10-09 17:52:00",162.4,409
"2013-10-09 17:57:00",155.8,410
"2013-10-09 18:02:00",143.8,411
"2013-10-09 18:07:00",147.8,412
"2013-10-09 18:12:00",153.6,413
"2013-10-09 18:17:00",164.4,414
"2013-10-09 18:22:00",61,415
"2013-10-09 18:27:00",166.6,416
"2013-10-09 18:32:00",170,417
"2013-10-09 18:37:00",140.8,418
"2013-10-09 18:42:00",165,419
"2013-10-09 18:47:00",163.4,420
"2013-10-09 18:52:00",173.4,421
"2013-10-09 18:57:00",177,422
"2013-10-09 19:02:00",145.2,423
"2013-10-09 19:07:00",135.2,424
"2013-10-09 19:12:00",89.8,425
"2013-10-09 19:17:00",89.6,426
"2013-10-09 19:22:00",99.6,427
"2013-10-09 19:27:00",142.8,428
"2013-10-09 19:32:00",157.8,429
"2013-10-09 19:37:00",154.2,430
"2013-10-09 19:42:00",77.6,431
"2013-10-09 19:47:00",100,432
"2013-10-09 19:52:00",58,433
"2013-10-09 19:57:00",74.2,434
"2013-10-09 20:02:00",70,435
"2013-10-09 20:07:00",70,436
"2013-10-09 20:12:00",46,437
"2013-10-09 20:17:00",32.4,438
"2013-10-09 20:22:00",4.4,439
"2013-10-09 20:27:00",9.2,440
"2013-10-09 20:32:00",5.2,441
"2013-10-09 20:37:00",29.2,442
"2013-10-09 20:42:00",147.2,443
"2013-10-09 20:47:00",168.2,444
"2013-10-09 20:52:00",126.8,445
"2013-10-09 20:57:00",137.2,446
"2013-10-09 21:02:00",81,447
"2013-10-09 21:07:00",94.8,448
"2013-10-09 21:12:00",57.2,449
"2013-10-09 21:17:00",28.8,450
"2013-10-09 21:22:00",72,451
"2013-10-09 21:27:00",70.8,452
"2013-10-09 21:32:00",14.8,453
"2013-10-09 21:37:00",28,454
"2013-10-09 21:42:00",64.8,455
"2013-10-09 21:47:00",18.8,456
"2013-10-09 21:52:00",5.2,457
"2013-10-09 21:57:00",14.8,458
"2013-10-09 22:02:00",31.2,459
"2013-10-09 22:07:00",54.8,460
"2013-10-09 22:12:00",140.6,461
"2013-10-09 22:17:00",140.4,462
"2013-10-09 22:22:00",63.8,463
"2013-10-09 22:27:00",130.6,464
"2013-10-09 22:32:00",173.4,465
"2013-10-09 22:37:00",167.2,466
"2013-10-09 22:42:00",137,467
"2013-10-09 22:47:00",169.2,468
"2013-10-09 22:52:00",158.6,469
"2013-10-09 22:57:00",169.6,470
"2013-10-09 23:02:00",142.2,471
"2013-10-09 23:07:00",159.6,472
"2013-10-09 23:12:00",154,473
"2013-10-09 23:17:00",159.2,474
"2013-10-09 23:22:00",35,475
"2013-10-09 23:27:00",NA,476
"2013-10-09 23:32:00",NA,477
"2013-10-09 23:37:00",NA,478
"2013-10-09 23:42:00",NA,479
"2013-10-09 23:47:00",NA,480
"2013-10-09 23:52:00",NA,481
"2013-10-09 23:57:00",NA,482
"2013-10-10 00:02:00",NA,483
"2013-10-10 00:07:00",58.8,484
"2013-10-10 00:12:00",69.2,485
"2013-10-10 00:17:00",81.6,486
"2013-10-10 00:22:00",14.4,487
"2013-10-10 00:27:00",14.4,488
"2013-10-10 00:32:00",128.2,489
"2013-10-10 00:37:00",43.6,490
"2013-10-10 00:42:00",0.8,491
"2013-10-10 00:47:00",31.2,492
"2013-10-10 00:52:00",0,493
"2013-10-10 00:57:00",23.6,494
"2013-10-10 01:02:00",18.4,495
"2013-10-10 01:07:00",8.8,496
"2013-10-10 01:12:00",34.8,497
"2013-10-10 01:17:00",4.8,498
"2013-10-10 01:22:00",0,499
"2013-10-10 01:27:00",3.6,500
"2013-10-10 01:32:00",1.2,501
"2013-10-10 01:37:00",1.6,502
"2013-10-10 01:42:00",15.6,503
"2013-10-10 01:47:00",6.4,504
"2013-10-10 01:52:00",30.4,505
"2013-10-10 01:57:00",16,506
"2013-10-10 02:02:00",2.4,507
"2013-10-10 02:07:00",13.2,508
"2013-10-10 02:12:00",8.8,509
"2013-10-10 02:17:00",6,510
"2013-10-10 02:22:00",0,511
"2013-10-10 02:27:00",0,512
"2013-10-10 02:32:00",0,513
"2013-10-10 02:37:00",0,514
"2013-10-10 02:42:00",0,515
"2013-10-10 02:47:00",0,516
"2013-10-10 02:52:00",6,517
"2013-10-10 02:57:00",0,518
"2013-10-10 03:02:00",8.4,519
"2013-10-10 03:07:00",0,520
"2013-10-10 03:12:00",12.8,521
"2013-10-10 03:17:00",0,522
"2013-10-10 03:22:00",0.8,523
"2013-10-10 03:27:00",4.8,524
"2013-10-10 03:32:00",8.4,525
"2013-10-10 03:37:00",11.2,526
"2013-10-10 03:42:00",14,527
"2013-10-10 03:47:00",3.2,528
"2013-10-10 03:52:00",6.8,529
"2013-10-10 03:57:00",7.6,530
"2013-10-10 04:02:00",0.4,531
"2013-10-10 04:07:00",0.4,532
"2013-10-10 04:12:00",0,533
"2013-10-10 04:17:00",0.4,534
"2013-10-10 04:22:00",1.6,535
"2013-10-10 04:27:00",0,536
"2013-10-10 04:32:00",0.4,537
"2013-10-10 04:37:00",0.8,538
"2013-10-10 04:42:00",1.2,539
"2013-10-10 04:47:00",0.4,540
"2013-10-10 04:52:00",1.6,541
"2013-10-10 04:57:00",0,542
"2013-10-10 05:02:00",0.4,543
"2013-10-10 05:07:00",0,544
"2013-10-10 05:12:00",0.4,545
"2013-10-10 05:17:00",0.8,546
"2013-10-10 05:22:00",0.8,547
"2013-10-10 05:27:00",0,548
"2013-10-10 05:32:00",17.6,549
"2013-10-10 05:37:00",2.4,550
"2013-10-10 05:42:00",0.8,551
"2013-10-10 05:47:00",5.6,552
"2013-10-10 05:52:00",18.4,553
"2013-10-10 05:57:00",10.8,554
"2013-10-10 06:02:00",5.6,555
"2013-10-10 06:07:00",4.4,556
"2013-10-10 06:12:00",21.6,557
"2013-10-10 06:17:00",0,558
"2013-10-10 06:22:00",0,559
"2013-10-10 06:27:00",0,560
"2013-10-10 06:32:00",0,561
"2013-10-10 06:37:00",13.6,562
"2013-10-10 06:42:00",17.4,563
"2013-10-10 06:47:00",27.2,564
"2013-10-10 06:52:00",0.4,565
"2013-10-10 06:57:00",0.8,566
"2013-10-10 07:02:00",1.2,567
"2013-10-10 07:07:00",7.6,568
"2013-10-10 07:12:00",4.6,569
"2013-10-10 07:17:00",4.4,570
"2013-10-10 07:22:00",3.6,571
"2013-10-10 07:27:00",0.4,572
"2013-10-10 07:32:00",0,573
"2013-10-10 07:37:00",0.8,574
"2013-10-10 07:42:00",0.4,575
"2013-10-10 07:47:00",16.8,576
"2013-10-10 07:52:00",51.6,577
"2013-10-10 07:57:00",161.4,578
"2013-10-10 08:02:00",148.6,579
"2013-10-10 08:07:00",71.6,580
"2013-10-10 08:12:00",131.2,581
"2013-10-10 08:17:00",137.8,582
"2013-10-10 08:22:00",173.6,583
"2013-10-10 08:27:00",135.8,584
"2013-10-10 08:32:00",103,585
"2013-10-10 08:37:00",88,586
"2013-10-10 08:42:00",163.6,587
"2013-10-10 08:47:00",167.2,588
"2013-10-10 08:52:00",165,589
"2013-10-10 08:57:00",174.2,590
"2013-10-10 09:02:00",172.8,591
"2013-10-10 09:07:00",163.6,592
"2013-10-10 09:12:00",117,593
"2013-10-10 09:17:00",152.8,594
"2013-10-10 09:22:00",160.8,595
"2013-10-10 09:27:00",167.8,596
"2013-10-10 09:32:00",170.2,597
"2013-10-10 09:37:00",157.2,598
"2013-10-10 09:42:00",162,599
"2013-10-10 09:47:00",155.2,600
"2013-10-10 09:52:00",133.2,601
"2013-10-10 09:57:00",153,602
"2013-10-10 10:02:00",170.6,603
"2013-10-10 10:07:00",143.8,604
"2013-10-10 10:12:00",163.6,605
"2013-10-10 10:17:00",175.2,606
"2013-10-10 10:22:00",168,607
"2013-10-10 10:27:00",165.8,608
"2013-10-10 10:32:00",153.8,609
"2013-10-10 10:37:00",150.8,610
"2013-10-10 10:42:00",167,611
"2013-10-10 10:47:00",155.4,612
"2013-10-10 10:52:00",149,613
"2013-10-10 10:57:00",152.4,614
"2013-10-10 11:02:00",161.2,615
"2013-10-10 11:07:00",161.4,616
"2013-10-10 11:12:00",165.2,617
"2013-10-10 11:17:00",155.4,618
"2013-10-10 11:22:00",144.2,619
"2013-10-10 11:27:00",57.6,620
"2013-10-10 11:32:00",72.8,621
"2013-10-10 11:37:00",150.4,622
"2013-10-10 11:42:00",156,623
"2013-10-10 11:47:00",138.4,624
"2013-10-10 11:52:00",134.8,625
"2013-10-10 11:57:00",139.2,626
"2013-10-10 12:02:00",115.2,627
"2013-10-10 12:07:00",115.8,628
"2013-10-10 12:12:00",131.8,629
"2013-10-10 12:17:00",105,630
"2013-10-10 12:22:00",100,631
"2013-10-10 12:27:00",105.8,632
"2013-10-10 12:32:00",137.2,633
"2013-10-10 12:37:00",135.2,634
"2013-10-10 12:42:00",91.6,635
"2013-10-10 12:47:00",108.6,636
"2013-10-10 12:52:00",102.4,637
"2013-10-10 12:57:00",92.4,638
"2013-10-10 13:02:00",108.8,639
"2013-10-10 13:07:00",137.2,640
"2013-10-10 13:12:00",138.4,641
"2013-10-10 13:17:00",152.4,642
"2013-10-10 13:22:00",156,643
"2013-10-10 13:27:00",160.8,644
"2013-10-10 13:32:00",152,645
"2013-10-10 13:37:00",145.2,646
"2013-10-10 13:42:00",134.2,647
"2013-10-10 13:47:00",104.8,648
"2013-10-10 13:52:00",59.6,649
"2013-10-10 13:57:00",120.8,650
"2013-10-10 14:02:00",133.4,651
"2013-10-10 14:07:00",168.2,652
"2013-10-10 14:12:00",148.4,653
"2013-10-10 14:17:00",132.2,654
"2013-10-10 14:22:00",116.2,655
"2013-10-10 14:27:00",141.6,656
"2013-10-10 14:32:00",158.4,657
"2013-10-10 14:37:00",120,658
"2013-10-10 14:42:00",159.8,659
"2013-10-10 14:47:00",70.2,660
"2013-10-10 14:52:00",38.8,661
"2013-10-10 14:57:00",47.6,662
"2013-10-10 15:02:00",90.8,663
"2013-10-10 15:07:00",160.2,664
"2013-10-10 15:12:00",140.4,665
"2013-10-10 15:17:00",162.8,666
"2013-10-10 15:22:00",142.2,667
"2013-10-10 15:27:00",174.6,668
"2013-10-10 15:32:00",164,669
"2013-10-10 15:37:00",154,670
"2013-10-10 15:42:00",116.4,671
"2013-10-10 15:47:00",113.8,672
"2013-10-10 15:52:00",116,673
"2013-10-10 15:57:00",135.2,674
"2013-10-10 16:02:00",180.2,675
"2013-10-10 16:07:00",157.4,676
"2013-10-10 16:12:00",165,677
"2013-10-10 16:17:00",167.4,678
"2013-10-10 16:22:00",169.6,679
"2013-10-10 16:27:00",156.4,680
"2013-10-10 16:32:00",152.8,681
"2013-10-10 16:37:00",148.8,682
"2013-10-10 16:42:00",138.6,683
"2013-10-10 16:47:00",138.2,684
"2013-10-10 16:52:00",150.4,685
"2013-10-10 16:57:00",168,686
"2013-10-10 17:02:00",162,687
"2013-10-10 17:07:00",138,688
"2013-10-10 17:12:00",106.4,689
"2013-10-10 17:17:00",111.6,690
"2013-10-10 17:22:00",147.6,691
"2013-10-10 17:27:00",139.8,692
"2013-10-10 17:32:00",122.6,693
"2013-10-10 17:37:00",135.8,694
"2013-10-10 17:42:00",143,695
"2013-10-10 17:47:00",148.4,696
"2013-10-10 17:52:00",78,697
"2013-10-10 17:57:00",100.4,698
"2013-10-10 18:02:00",143.4,699
"2013-10-10 18:07:00",162,700
"2013-10-10 18:12:00",147.4,701
"2013-10-10 18:17:00",168.4,702
"2013-10-10 18:22:00",181,703
"2013-10-10 18:27:00",128.8,704
"2013-10-10 18:32:00",152.2,705
"2013-10-10 18:37:00",125,706
"2013-10-10 18:42:00",56,707
"2013-10-10 18:47:00",21.6,708
"2013-10-10 18:52:00",33.8,709
"2013-10-10 18:57:00",158.4,710
"2013-10-10 19:02:00",162.6,711
